rcode,馬番,馬名,SmartRC馬コード,ten_has,ten_has_rank,ten1f_best,ten1f_best_rank,h1_ten1f,h1_ten1f_rank,ten_pat,agari_pat,agari_has,agari_has_rank,date,場所,R,レース名
2026090509040106,10,アンジェリカ,2024103265,   , ,,,,,  ,  ,   , ,20260905,阪神,6,
2026090509040106,11,サンライズモロヘイ,2024100422,   , ,,,,,  ,  ,   , ,20260905,阪神,6,
2026090509040106,12,ウブラヴ,2024102875,   , ,,,,,  ,  ,   , ,20260905,阪神,6,
2026090509040106,13,ナリタライズ,2024105955,   , ,,,,,  ,  ,   , ,20260905,阪神,6,
2026090509040107,1,レオナルドスター,2021104806,342,5,116.0,1.0,123.0,3.0,15,  ,349, ,20260905,阪神,7,
2026090509040107,2,モルティフレーバー,2022104901,344,8,120.0,7.0,127.0,9.0,  ,  ,338,1,20260905,阪神,7,
2026090509040107,3,ラブカムーン,2021106586,344,8,118.0,3.0,125.0,6.0,  ,30,344,5,20260905,阪神,7,
2026090509040107,4,ムーンリットアイル,2023107269,335,1,119.0,5.0,129.0,10.0,30,  ,353, ,20260905,阪神,7,
2026090509040107,5,ニシノトリビュート,2023104703,345, ,125.0,15.0,126.0,8.0,50,50,340,4,20260905,阪神,7,
2026090509040107,6,ワイドシュテルケ,2023100631,341,3,118.0,3.0,118.0,1.0,15,30,350, ,20260905,阪神,7,
2026090509040107,7,ベルファスト,2021101414,338,2,117.0,2.0,119.0,2.0,30,  ,351, ,20260905,阪神,7,
2026090509040107,8,アウクソー,2020103261,343,6,121.0,9.0,129.0,10.0,30,  ,338,1,20260905,阪神,7,
2026090509040107,9,クールフラン,2023106985,358, ,127.0,16.0,130.0,14.0,15,  ,347, ,20260905,阪神,7,
2026090509040107,10,モズイージス,2021102151,360, ,122.0,12.0,129.0,10.0,50,  ,344,5,20260905,阪神,7,
2026090509040107,11,モズレイラココナ,2022102122,   , ,121.0,9.0,,,  ,  ,   , ,20260905,阪神,7,
2026090509040107,12,エコロヴァイス,2022110128,354, ,119.0,5.0,125.0,6.0,15,  ,376, ,20260905,阪神,7,
2026090509040107,13,メイショウヤマモモ,2021103075,352, ,121.0,9.0,124.0,4.0,30,  ,353, ,20260905,阪神,7,
2026090509040107,14,マーゴットミスト,2023101632,343,6,120.0,7.0,129.0,10.0,  ,  ,344,5,20260905,阪神,7,
2026090509040107,15,フェゲフォイア,2020106355,352, ,124.0,14.0,130.0,14.0,  ,50,346,8,20260905,阪神,7,
2026090509040107,16,フロムレイブン,2023103836,341,3,123.0,13.0,124.0,4.0,50,  ,338,1,20260905,阪神,7,
2026090509040108,1,キッコベッロ,2023104996,364, ,128.0,6.0,134.0,5.0,  ,30,344, ,20260905,阪神,8,
2026090509040108,2,ウインヘリオドール,2022107084,344,1,127.0,5.0,127.0,1.0,15,  ,332,4,20260905,阪神,8,
2026090509040108,3,サンダーバード,2023105292,347,2,123.0,2.0,127.0,1.0,15,15,332,4,20260905,阪神,8,
2026090509040108,4,ダンツウルス,2023102901,364, ,129.0,7.0,134.0,5.0,30,15,333, ,20260905,阪神,8,
2026090509040108,5,メイショウアゴナス,2022103263,369, ,121.0,1.0,140.0,9.0,50,15,328,1,20260905,阪神,8,
2026090509040108,6,ピースヒロフェイス,2021105769,365, ,123.0,2.0,136.0,7.0,50,  ,334, ,20260905,阪神,8,
2026090509040108,7,シュプリームレルム,2023103488,357,3,125.0,4.0,131.0,3.0,50,15,347, ,20260905,阪神,8,
2026090509040108,8,オモイヲノセテ,2023103996,368, ,130.0,9.0,136.0,7.0,  ,30,329,2,20260905,阪神,8,
2026090509040108,9,アグレイビューティ,2023103676,361,4,129.0,7.0,131.0,3.0,50,30,330,3,20260905,阪神,8,
2026090509040109,1,ストラーダ,2023100937,368, ,125.0,5.0,139.0,10.0,  ,  ,383, ,20260905,阪神,9,出石特別
2026090509040109,2,ジャイアンバローズ,2023100922,369, ,126.0,6.0,126.0,1.0,50,30,371, ,20260905,阪神,9,出石特別
2026090509040109,3,ジーニアスバローズ,2020100681,360,1,122.0,3.0,130.0,2.0,30,  ,384, ,20260905,阪神,9,出石特別
2026090509040109,4,キングロコマイカイ,2019103829,369, ,127.0,7.0,132.0,6.0,30,  ,369, ,20260905,阪神,9,出石特別
2026090509040109,5,ソニックステップ,2022104854,363,3,124.0,4.0,131.0,3.0,15,  ,368,5,20260905,阪神,9,出石特別
2026090509040109,6,システマソラー,2023102120,364,4,127.0,7.0,140.0,11.0,  ,15,364,2,20260905,阪神,9,出石特別
2026090509040109,7,ショーダンサー,2022105885,368, ,131.0,11.0,131.0,3.0,  ,  ,365,3,20260905,阪神,9,出石特別
2026090509040109,8,クロノスバレット,2022110123,381, ,127.0,7.0,133.0,8.0,50,15,367,4,20260905,阪神,9,出石特別
2026090509040109,9,リヒトミューレ,2023107295,360,1,128.0,10.0,131.0,3.0,30,30,372, ,20260905,阪神,9,出石特別
2026090509040109,10,シュヴァルツリーベ,2020106101,376, ,119.0,1.0,135.0,9.0,  ,30,358,1,20260905,阪神,9,出石特別
2026090509040109,11,テイエムパイロット,2022103775,364,4,120.0,2.0,132.0,6.0,30,  ,385, ,20260905,阪神,9,出石特別
2026090509040110,1,オールセインツ,2021104971,353, ,128.0,7.0,135.0,6.0,  ,  ,326,1,20260905,阪神,10,西宮Ｓ
2026090509040110,2,エイカイマッケンロ,2019104800,334,1,122.0,1.0,127.0,2.0,15,  ,348, ,20260905,阪神,10,西宮Ｓ
2026090509040110,3,コルレオニス,2021105704,355, ,126.0,5.0,130.0,4.0,30,  ,337, ,20260905,阪神,10,西宮Ｓ
2026090509040110,4,テーオーダグラス,2021102246,361, ,122.0,1.0,135.0,6.0,  ,30,331,2,20260905,阪神,10,西宮Ｓ
2026090509040110,5,シンゼンカガ,2022105345,356, ,124.0,3.0,132.0,5.0,  ,30,338, ,20260905,阪神,10,西宮Ｓ
2026090509040110,6,レディーミコノス,2022105475,346,2,125.0,4.0,125.0,1.0,30,50,336, ,20260905,阪神,10,西宮Ｓ
2026090509040110,7,サウンドムーブ,2023101449,350,3,126.0,5.0,129.0,3.0,  ,  ,335,3,20260905,阪神,10,西宮Ｓ
2026090509040111,1,タイセイブレイズ,2018102969,355,6,123.0,8.0,134.0,5.0,  ,  ,361,6,20260905,阪神,11,エニフＳ
2026090509040111,2,ノーブルロジャー,2021110148,361, ,123.0,8.0,136.0,9.0,  ,15,357,4,20260905,阪神,11,エニフＳ
2026090509040111,3,フェルヴェンテ,2020102045,351,4,119.0,4.0,134.0,5.0,50,  ,369, ,20260905,阪神,11,エニフＳ
2026090509040111,4,ゴッドブルービー,2020106063,351,4,123.0,8.0,137.0,10.0,  ,15,363, ,20260905,阪神,11,エニフＳ
2026090509040111,5,マニバドラ,2020110105,345,1,117.0,1.0,131.0,4.0,30,  ,363, ,20260905,阪神,11,エニフＳ
2026090509040111,6,ペイシャケイプ,2022104219,368, ,131.0,12.0,139.0,12.0,  ,15,348,1,20260905,阪神,11,エニフＳ
2026090509040111,7,グランキングオー,2022100664,357, ,123.0,8.0,135.0,7.0,50,50,379, ,20260905,阪神,11,エニフＳ
2026090509040111,8,トリリオンボーイ,2022102493,361, ,120.0,5.0,135.0,7.0,  ,30,364, ,20260905,阪神,11,エニフＳ
2026090509040111,9,エスカル,2021110069,359, ,120.0,5.0,130.0,3.0,  ,  ,350,3,20260905,阪神,11,エニフＳ
2026090509040111,10,ルークススペイ,2022101543,349,2,118.0,2.0,126.0,1.0,50,30,359,5,20260905,阪神,11,エニフＳ
2026090509040111,11,リジル,2021101457,350,3,118.0,2.0,127.0,2.0,  ,30,349,2,20260905,阪神,11,エニフＳ
2026090509040111,12,ムイ,2022102408,   , ,122.0,7.0,137.0,10.0,  ,30,   , ,20260905,阪神,11,エニフＳ
2026090509040112,1,リーガルスプレンダ,2023103685,353,2,120.0,1.0,120.0,1.0,15,  ,379, ,20260905,阪神,12,
2026090509040112,2,エイシンマールス,2022102624,350,1,120.0,1.0,128.0,6.0,  ,  ,371,5,20260905,阪神,12,
2026090509040112,3,アーディアイリ,2023102460,356,4,125.0,9.0,128.0,6.0,  ,15,384, ,20260905,阪神,12,
2026090509040112,4,フィアーブル,2023103674,366, ,121.0,6.0,130.0,9.0,  ,30,369,4,20260905,阪神,12,
2026090509040112,5,クリノセーラーマン,2023101199,355,3,122.0,7.0,127.0,4.0,  ,  ,386, ,20260905,阪神,12,
2026090509040112,6,ロイヤルテール,2022100027,366, ,130.0,12.0,135.0,11.0,  ,50,376,6,20260905,阪神,12,
2026090509040112,7,ディーエストッキー,2021105098,363, ,120.0,1.0,133.0,10.0,  ,30,367,2,20260905,阪神,12,
2026090509040112,8,ハグレジョー,2023104275,358,5,120.0,1.0,125.0,3.0,  ,50,358,1,20260905,阪神,12,
2026090509040112,9,モズプリフォール,2023105738,361,6,123.0,8.0,129.0,8.0,  ,30,367,2,20260905,阪神,12,
2026090509040112,10,アーリントンロウ,2022105921,   , ,120.0,1.0,124.0,2.0,50,  ,   , ,20260905,阪神,12,
2026090509040112,11,エンヴェロップ,2023105792,   , ,127.0,11.0,127.0,4.0,50,  ,   , ,20260905,阪神,12,
2026090509040112,12,エイシンティザー,2023105516,377, ,126.0,10.0,136.0,12.0,50,30,385, ,20260905,阪神,12,
2026090606040201,1,ヴェストラン,2021100695,   , ,128.0,6.0,132.0,1.0,  ,  ,   , ,20260906,中山,1,
2026090606040201,2,エーオーキング,2022102738,375,3,126.0,4.0,,,  ,  ,385,3,20260906,中山,1,
2026090606040201,3,グロッシェン,2021104844,   , ,124.0,2.0,,,  ,  ,   , ,20260906,中山,1,
2026090606040201,4,シグムンド,2021106353,372,1,127.0,5.0,,,  ,  ,365,1,20260906,中山,1,
2026090606040201,5,スラッシュ,2023103189,374,2,125.0,3.0,,,  ,  ,383,2,20260906,中山,1,
2026090606040201,6,エンジョイドライブ,2022102713,   , ,122.0,1.0,,,  ,  ,   , ,20260906,中山,1,
2026090606040201,7,ベラトール,2022102788,   , ,130.0,7.0,,,  ,  ,   , ,20260906,中山,1,
2026090606040202,1,アルデラッシュ,2024106007,358,5,126.0,3.0,126.0,2.0,15,  ,354,3,20260906,中山,2,
2026090606040202,2,ヒーローシー,2024100795,390, ,142.0,13.0,142.0,13.0,  ,  ,362, ,20260906,中山,2,
2026090606040202,3,ノワールブレイブ,2024102173,376, ,140.0,12.0,140.0,12.0,  ,  ,362, ,20260906,中山,2,
2026090606040202,4,スリーフラワー,2024101312,370, ,135.0,10.0,135.0,10.0,  ,  ,   , ,20260906,中山,2,
2026090606040202,5,モチロンコクラ,2024104659,383, ,143.0,14.0,143.0,14.0,  ,  ,366, ,20260906,中山,2,
2026090606040202,6,ノーブルミント,2024100566,369, ,130.0,7.0,130.0,7.0,50,  ,365, ,20260906,中山,2,
2026090606040202,7,ソナタテソーロ,2024101297,370, ,129.0,6.0,129.0,6.0,30,  ,360,7,20260906,中山,2,
2026090606040202,8,セイウンリリーナ,2024103842,368,7,133.0,9.0,133.0,9.0,  ,  ,359,6,20260906,中山,2,
2026090606040202,9,フォーエバーブルー,2024104566,356,4,131.0,8.0,131.0,8.0,  ,15,354,3,20260906,中山,2,
2026090606040202,10,ワイズジュエル,2024100105,355,3,125.0,2.0,125.0,1.0,  ,30,351,2,20260906,中山,2,
2026090606040202,11,クールボビー,2024105497,361,6,127.0,5.0,127.0,5.0,50,15,346,1,20260906,中山,2,
2026090606040202,12,スペシャルサンクス,2024102846,350,2,122.0,1.0,126.0,2.0,15,30,361, ,20260906,中山,2,
2026090606040202,13,スノーキャップ,2024102837,376, ,135.0,10.0,135.0,10.0,  ,  ,358,5,20260906,中山,2,
2026090606040202,14,イヴナンバーフォー,2024105687,348,1,126.0,3.0,126.0,2.0,50,  ,367, ,20260906,中山,2,
2026090606040203,1,セレスティアハート,2023100186,   , ,132.0,11.0,132.0,4.0,50,  ,   , ,20260906,中山,3,
2026090606040203,2,マイネルトレマーズ,2023105363,358,2,124.0,1.0,143.0,13.0,30,  ,388, ,20260906,中山,3,
2026090606040203,3,ピクシーゲイル,2023104811,364,5,131.0,9.0,136.0,7.0,  ,  ,382,7,20260906,中山,3,
2026090606040203,4,トルネードアイル,2023105308,357,1,129.0,7.0,140.0,11.0,  ,15,373,2,20260906,中山,3,
2026090606040203,5,ソナタムーンライト,2023105717,378, ,137.0,14.0,143.0,13.0,  ,  ,405, ,20260906,中山,3,
2026090606040203,6,ペタルズダンス,2023106796,365,6,136.0,13.0,139.0,10.0,  ,30,377,5,20260906,中山,3,
2026090606040203,7,ラブトゥエニイワン,2023106827,375, ,137.0,14.0,137.0,8.0,50,  ,388, ,20260906,中山,3,
2026090606040203,8,ペルシアーノ,2023100653,   , ,125.0,3.0,125.0,1.0,15,  ,   , ,20260906,中山,3,
2026090606040203,9,ユイノサダハル,2023101841,373, ,131.0,9.0,138.0,9.0,  ,30,373,2,20260906,中山,3,
2026090606040203,10,コーリンクレア,2023104194,371, ,126.0,4.0,132.0,4.0,50,  ,369,1,20260906,中山,3,
2026090606040203,11,ルシアージュ,2023106795,399, ,130.0,8.0,142.0,12.0,  ,15,375,4,20260906,中山,3,
2026090606040203,12,ホウオウロレンシア,2023102396,359,3,124.0,1.0,130.0,2.0,15,  ,390, ,20260906,中山,3,
2026090606040203,13,アルティソナンテ,2023103533,362,4,132.0,11.0,146.0,15.0,  ,15,380,6,20260906,中山,3,
2026090606040203,14,オートカリテ,2023103555,366,7,126.0,4.0,131.0,3.0,30,  ,390, ,20260906,中山,3,
2026090606040203,15,イサチルクイーン,2023102680,369, ,128.0,6.0,135.0,6.0,50,50,391, ,20260906,中山,3,
2026090606040204,1,セイウンヤオヨロズ,2023100006,348,1,120.0,1.0,123.0,2.0,15,  ,378,8,20260906,中山,4,
2026090606040204,2,アクロスメモリア,2023102399,358, ,124.0,8.0,133.0,9.0,30,15,361,1,20260906,中山,4,
2026090606040204,3,メビウスロマンス,2023101477,352,4,122.0,3.0,125.0,5.0,30,30,375,6,20260906,中山,4,
2026090606040204,4,フォルナカリア,2023106959,356,6,123.0,5.0,,,50,  ,381, ,20260906,中山,4,
2026090606040204,5,ハングローズ,2023102122,350,2,122.0,3.0,123.0,2.0,30,15,370,2,20260906,中山,4,
2026090606040204,6,グラスアロー,2023106351,363, ,129.0,15.0,133.0,9.0,  ,  ,381, ,20260906,中山,4,
2026090606040204,7,クラージュスター,2023103010,356,6,124.0,8.0,137.0,12.0,15,  ,384, ,20260906,中山,4,
2026090606040204,8,トゥモローズウェイ,2023103338,373, ,126.0,12.0,,,  ,  ,387, ,20260906,中山,4,
2026090606040204,9,テリオスレイ,2023106854,359, ,123.0,5.0,125.0,5.0,30,50,377,7,20260906,中山,4,
2026090606040204,10,リゼクールグレー,2023103303,371, ,129.0,15.0,140.0,14.0,  ,  ,374,5,20260906,中山,4,
2026090606040204,11,サリーアン,2023100789,366, ,126.0,12.0,126.0,7.0,  ,30,378,8,20260906,中山,4,
2026090606040204,12,ハンナパール,2023100692,356,6,125.0,10.0,126.0,7.0,  ,15,372,4,20260906,中山,4,
2026090606040204,13,ライヴマルガリータ,2023101046,372, ,126.0,12.0,138.0,13.0,  ,  ,392, ,20260906,中山,4,
2026090606040204,14,スマートレイナ,2023106000,354,5,121.0,2.0,121.0,1.0,30,15,370,2,20260906,中山,4,
2026090606040204,15,ロジザボード,2023104017,350,2,123.0,5.0,123.0,2.0,  ,30,387, ,20260906,中山,4,
2026090606040204,16,ニシノトマラナイ,2023106272,357, ,125.0,10.0,133.0,9.0,50,  ,383, ,20260906,中山,4,
2026090606040205,1,ハンサム,2024104872,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,2,ピクシーブラスト,2024103245,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,3,ムービーマジック,2024107234,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,4,タッカーヴィーチェ,2024103407,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,5,アッティーヤ,2024100669,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,6,ビシット,2024103788,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,7,オシゴリ,2024102325,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,8,イズミル,2024106845,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,9,ゴールデンパルス,2024100749,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,10,ローザヴェローナ,2024106751,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,11,レイナクリューソス,2024106865,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,12,ハナビ,2024100629,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,13,ロイヤルガンモ,2024107373,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,14,アイムオンアロール,2024100668,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040205,15,マホロ,2024103328,   , ,,,,,  ,  ,   , ,20260906,中山,5,
2026090606040206,1,タイセイウィザード,2024105540,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,2,イールーファー,2024101806,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,3,プリンシパルギフト,2024107065,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,4,ハーモニープルーフ,2024106320,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,5,メイプルカモーン,2024104534,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,6,ニシノハクシャ,2024105565,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,7,ヒゲキリ,2024105462,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,8,エンジャムメント,2024105733,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,9,サードアイ,2024107366,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,10,サイモントレノ,2024104675,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,11,ドーンオブホープ,2024107184,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040206,12,ファブリック,2024104851,   , ,,,,,  ,  ,   , ,20260906,中山,6,
2026090606040207,1,ウインスターリング,2023105883,350,2,128.0,6.0,128.0,4.0,15,  ,349, ,20260906,中山,7,
2026090606040207,2,セキテイリノ,2023103447,356,5,126.0,4.0,135.0,9.0,  ,30,345,7,20260906,中山,7,
2026090606040207,3,ラクシオンデクラ,2023103597,365, ,132.0,14.0,137.0,12.0,50,50,351, ,20260906,中山,7,
2026090606040207,4,ジェイエルグリーン,2023106314,352,4,124.0,1.0,127.0,2.0,15,  ,355, ,20260906,中山,7,
2026090606040207,5,カテドラルクォーツ,2023103668,349,1,124.0,1.0,127.0,2.0,  ,  ,345,7,20260906,中山,7,
2026090606040207,6,マイネルオラクル,2023106422,356,5,128.0,6.0,128.0,4.0,30,  ,354, ,20260906,中山,7,
2026090606040207,7,ジャストマイウェイ,2023105362,350,2,124.0,1.0,124.0,1.0,15,  ,347,9,20260906,中山,7,
2026090606040207,8,ブラッキッシュ,2023107028,358,7,130.0,11.0,130.0,6.0,50,  ,338,2,20260906,中山,7,
2026090606040207,9,クリスタルドレス,2023107406,363, ,130.0,11.0,134.0,8.0,50,30,344,6,20260906,中山,7,
2026090606040207,10,シホノグラツィア,2023106896,389, ,139.0,18.0,139.0,14.0,  ,50,341,5,20260906,中山,7,
2026090606040207,11,エラガバリウム,2023107335,368, ,138.0,17.0,138.0,13.0,  ,50,336,1,20260906,中山,7,
2026090606040207,12,ディエスルージュ,2023105163,363, ,127.0,5.0,135.0,9.0,15,50,349, ,20260906,中山,7,
2026090606040207,13,サンクレゾン,2023103780,366, ,135.0,16.0,135.0,9.0,50,  ,350, ,20260906,中山,7,
2026090606040207,14,ピグマリオン,2023101391,370, ,129.0,8.0,139.0,14.0,  ,  ,364, ,20260906,中山,7,
2026090606040207,15,ワイズファミリア,2023103550,359,8,130.0,11.0,139.0,14.0,  ,15,339,3,20260906,中山,7,
2026090606040207,16,ブリックアブラック,2023102410,372, ,129.0,8.0,142.0,18.0,  ,15,351, ,20260906,中山,7,
2026090606040207,17,ソフィア,2023107088,361,9,129.0,8.0,131.0,7.0,50,  ,358, ,20260906,中山,7,
2026090606040207,18,ハルノアメ,2023104002,365, ,134.0,15.0,139.0,14.0,  ,15,339,3,20260906,中山,7,
2026090606040208,1,ジーティーブラック,2023106052,352,2,126.0,4.0,141.0,13.0,  ,15,381, ,20260906,中山,8,
2026090606040208,2,ノーウェアマン,2023106694,355,3,125.0,3.0,134.0,10.0,15,  ,404, ,20260906,中山,8,
2026090606040208,3,アイビーチーキー,2023106573,368, ,130.0,12.0,131.0,6.0,30,15,380, ,20260906,中山,8,
2026090606040208,4,モヴレクス,2021105074,373, ,130.0,12.0,141.0,13.0,  ,50,379, ,20260906,中山,8,
2026090606040208,5,エコロストーム,2023102405,361,8,126.0,4.0,143.0,16.0,30,  ,384, ,20260906,中山,8,
2026090606040208,6,タケルムサシ,2023105177,365, ,130.0,12.0,141.0,13.0,  ,  ,364,2,20260906,中山,8,
2026090606040208,7,ストーリーオブラブ,2023106587,350,1,122.0,1.0,122.0,1.0,15,50,372,6,20260906,中山,8,
2026090606040208,8,ガーデンカメリア,2021110139,371, ,126.0,4.0,131.0,6.0,  ,  ,368,4,20260906,中山,8,
2026090606040208,9,ボニープリンス,2023107329,   , ,129.0,11.0,129.0,5.0,30,  ,   , ,20260906,中山,8,
2026090606040208,10,ユキノグラス,2023102646,360,6,128.0,8.0,135.0,11.0,30,  ,376,8,20260906,中山,8,
2026090606040208,11,シンギュラリティ,2023104472,360,6,128.0,8.0,128.0,3.0,30,15,375,7,20260906,中山,8,
2026090606040208,12,ソニックキャット,2023103698,371, ,131.0,16.0,132.0,8.0,15,15,380, ,20260906,中山,8,
2026090606040208,13,カフェシューター,2023100368,355,3,128.0,8.0,128.0,3.0,15,  ,376,8,20260906,中山,8,
2026090606040208,14,ラヴアンドライク,2022104570,363, ,122.0,1.0,126.0,2.0,15,  ,368,4,20260906,中山,8,
2026090606040208,15,メトロポリターナ,2021110040,355,3,126.0,4.0,133.0,9.0,  ,50,367,3,20260906,中山,8,
2026090606040208,16,メディチパワー,2023100419,368, ,130.0,12.0,135.0,11.0,  ,15,351,1,20260906,中山,8,
2026090606040209,1,ホープエトワール,2022106893,374, ,141.0,16.0,141.0,16.0,  ,  ,393, ,20260906,中山,9,浦安特別
2026090606040209,2,キョウエイカンフ,2020100363,357, ,118.0,2.0,130.0,7.0,  ,30,358,3,20260906,中山,9,浦安特別
2026090606040209,3,サマースイートピー,2022107359,350,4,121.0,8.0,122.0,2.0,50,  ,366, ,20260906,中山,9,浦安特別
2026090606040209,4,ホウオウプレミア,2019105041,362, ,121.0,8.0,140.0,15.0,  ,  ,359,4,20260906,中山,9,浦安特別
2026090606040209,5,ラヴァグロウ,2020103937,369, ,126.0,15.0,139.0,14.0,  ,30,362,6,20260906,中山,9,浦安特別
2026090606040209,6,アスタールフナ,2022101557,343,1,117.0,1.0,121.0,1.0,30,  ,376, ,20260906,中山,9,浦安特別
2026090606040209,7,レヴィテーション,2021107259,360, ,121.0,8.0,132.0,10.0,  ,  ,362,6,20260906,中山,9,浦安特別
2026090606040209,8,ルーフオブヘヴン,2021104874,350,4,120.0,5.0,135.0,12.0,  ,30,365,8,20260906,中山,9,浦安特別
2026090606040209,9,ピコニ,2021101727,361, ,124.0,14.0,130.0,7.0,15,  ,370, ,20260906,中山,9,浦安特別
2026090606040209,10,モーゲンセン,2023110008,348,2,120.0,5.0,126.0,4.0,30,  ,375, ,20260906,中山,9,浦安特別
2026090606040209,11,サヨノジャンボリー,2022106243,349,3,119.0,3.0,134.0,11.0,30,30,367, ,20260906,中山,9,浦安特別
2026090606040209,12,ジャスパーソレイユ,2022110111,350,4,119.0,3.0,127.0,5.0,  ,  ,355,1,20260906,中山,9,浦安特別
2026090606040209,13,キタノライブリー,2022106471,360, ,120.0,5.0,127.0,5.0,  ,30,361,5,20260906,中山,9,浦安特別
2026090606040209,14,イノキ,2022100757,356, ,123.0,13.0,138.0,13.0,  ,15,355,1,20260906,中山,9,浦安特別
2026090606040209,15,サードウインド,2022104546,351,7,121.0,8.0,131.0,9.0,  ,30,370, ,20260906,中山,9,浦安特別
2026090606040209,16,ドントゥザムーン,2022101863,354,8,121.0,8.0,124.0,3.0,30,  ,366, ,20260906,中山,9,浦安特別
2026090606040210,1,フォルテム,2022103042,338,3,122.0,3.0,128.0,4.0,50,  ,341,4,20260906,中山,10,セプテンバーＳ
2026090606040210,2,メイショウピース,2020106901,344, ,122.0,3.0,131.0,6.0,  ,50,342, ,20260906,中山,10,セプテンバーＳ
2026090606040210,3,トーセントラム,2020102535,345, ,126.0,9.0,132.0,7.0,  ,30,341,4,20260906,中山,10,セプテンバーＳ
2026090606040210,4,マックアルイーン,2022110014,342, ,122.0,3.0,128.0,4.0,30,  ,347, ,20260906,中山,10,セプテンバーＳ
2026090606040210,5,フクチャンショウ,2023103418,354, ,125.0,8.0,139.0,9.0,  ,30,334,1,20260906,中山,10,セプテンバーＳ
2026090606040210,6,パクスロマーナ,2020104616,331,1,118.0,1.0,119.0,1.0,15,  ,349, ,20260906,中山,10,セプテンバーＳ
2026090606040210,7,ルーフ,2020104194,340,4,120.0,2.0,123.0,2.0,50,50,336,3,20260906,中山,10,セプテンバーＳ
2026090606040210,8,カーヌスティ,2022103639,337,2,122.0,3.0,123.0,2.0,30,30,343, ,20260906,中山,10,セプテンバーＳ
2026090606040210,9,ポッドロワール,2022101573,353, ,122.0,3.0,133.0,8.0,  ,30,334,1,20260906,中山,10,セプテンバーＳ
2026090606040211,1,ジワタネホ,2023107165,378, ,140.0,11.0,140.0,10.0,  ,50,344, ,20260906,中山,11,紫苑Ｓ
2026090606040211,2,サムシングスイート,2023106219,362, ,133.0,10.0,133.0,7.0,50,15,329,1,20260906,中山,11,紫苑Ｓ
2026090606040211,3,リアライズルミナス,2023104830,357, ,127.0,6.0,128.0,4.0,15,  ,335,3,20260906,中山,11,紫苑Ｓ
2026090606040211,4,マスターソアラ,2023106810,355,4,128.0,8.0,128.0,4.0,  ,30,329,1,20260906,中山,11,紫苑Ｓ
2026090606040211,5,ファムクラジューズ,2023106433,349,1,128.0,8.0,135.0,9.0,30,  ,341, ,20260906,中山,11,紫苑Ｓ
2026090606040211,6,アストリル,2023101591,360, ,127.0,6.0,133.0,7.0,  ,30,340, ,20260906,中山,11,紫苑Ｓ
2026090606040211,7,ロングトールサリー,2023106995,359, ,126.0,4.0,126.0,2.0,30,  ,341, ,20260906,中山,11,紫苑Ｓ
2026090606040211,8,ナイスプレーアスク,2023105420,351,3,120.0,1.0,120.0,1.0,15,50,339,5,20260906,中山,11,紫苑Ｓ
2026090606040211,9,ドリームコア,2023107146,350,2,124.0,2.0,131.0,6.0,  ,  ,339,5,20260906,中山,11,紫苑Ｓ
2026090606040211,10,ジッピーチューン,2023103434,355,4,125.0,3.0,140.0,10.0,  ,15,337,4,20260906,中山,11,紫苑Ｓ
2026090606040211,11,ベンヴェヌータ,2023103446,360, ,126.0,4.0,126.0,2.0,15,50,339,5,20260906,中山,11,紫苑Ｓ
2026090606040212,1,ダイユウヴェンティ,2023105102,341,5,125.0,12.0,125.0,6.0,50,15,345,7,20260906,中山,12,
2026090606040212,2,ファインサマーデイ,2023101169,338,3,120.0,5.0,121.0,1.0,15,  ,347, ,20260906,中山,12,
2026090606040212,3,アイムインディ,2023105263,347, ,118.0,1.0,128.0,9.0,50,30,344,5,20260906,中山,12,
